cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
cord-000286,sha-737816,Elsevier,public health cross-sectional study in pregnant women: a comprehensive analysis,10.1000/516779,PMC5279531,85009288.0,cc-by,This study investigates sars-cov-2 in the context of pandemic response. Methods included analysis of 3726 participants over 13 months. Results show significant findings related to sars-cov-2 management and treatment outcomes.,2020-07-01 07:40:18.609304652,"Author86, J.; Smith, A.; Johnson, B.",The Lancet,3362831934.0,,,pdf_json/3326.json,,https://example.com/paper/286,s2-525075570
cord-000287,sha-847562,medRxiv,SARS-CoV-2 cohort study in healthcare workers: a comprehensive analysis,10.1000/890144,PMC9678008,49651506.0,els-covid,This study investigates pandemic in the context of pandemic response. Methods included analysis of 3310 participants over 9 months. Results show significant findings related to pandemic management and treatment outcomes.,2020-07-02 01:34:22.031015508,"Author87, J.; Smith, A.; Johnson, B.",Science,,WHO-708441,,pdf_json/3034.json,,https://example.com/paper/287,s2-282650535
cord-000288,sha-486060,medRxiv,SARS-CoV-2 clinical trial in pregnant women: a comprehensive analysis,10.1000/456211,PMC5308783,65536252.0,cc-by-nc,This study investigates symptoms in the context of pandemic response. Methods included analysis of 116 participants over 16 months. Results show significant findings related to symptoms management and treatment outcomes.,2020-07-02 19:28:25.452726364,"Author88, J.; Smith, A.; Johnson, B.",Nature Medicine,2864994099.0,,,,,https://example.com/paper/288,s2-158564169
cord-000289,sha-862580,Elsevier,diagnosis observational study in elderly: a comprehensive analysis,10.1000/407633,,37299368.0,arxiv,This study investigates outbreak in the context of pandemic response. Methods included analysis of 4666 participants over 21 months. Results show significant findings related to outbreak management and treatment outcomes.,2020-07-03 13:22:28.874437220,"Author89, J.; Smith, A.; Johnson, B.",PLOS ONE,9332164748.0,,,pdf_json/1984.json,pmc_json/PMC8588996.json,https://example.com/paper/289,s2-719312731
cord-000290,sha-958734,arXiv,SARS-CoV-2 meta-analysis in patients: a comprehensive analysis,10.1000/132664,,26939414.0,cc-by-nc,This study investigates infection in the context of pandemic response. Methods included analysis of 2582 participants over 10 months. Results show significant findings related to infection management and treatment outcomes.,2020-07-04 07:16:32.296148076,"Author90, J.; Smith, A.; Johnson, B.",Clinical Infectious Diseases,3642668119.0,,,,,https://example.com/paper/290,s2-178825843
cord-000291,sha-805314,Elsevier,antiviral systematic review in immunocompromised patients: a comprehensive analysis,10.1000/866159,PMC2855121,23771577.0,cc-by,This study investigates antibody in the context of pandemic response. Methods included analysis of 1237 participants over 13 months. Results show significant findings related to antibody management and treatment outcomes.,2020-07-05 01:10:35.717858932,"Author91, J.; Smith, A.; Johnson, B.",Cell,3457127640.0,WHO-110091,arxiv:4704.2210,pdf_json/2075.json,,https://example.com/paper/291,s2-811783498
cord-000292,sha-348342,arXiv,respiratory observational study in patients: a comprehensive analysis,10.1000/243492,PMC9863441,25824086.0,arxiv,This study investigates immunity in the context of pandemic response. Methods included analysis of 598 participants over 10 months. Results show significant findings related to immunity management and treatment outcomes.,2020-07-05 19:04:39.139569784,"Author92, J.; Smith, A.; Johnson, B.",Nature Medicine,,,,,pmc_json/PMC3291392.json,https://example.com/paper/292,s2-488887123
cord-000293,sha-843725,arXiv,vaccine case series in children: a comprehensive analysis,10.1000/891747,,19615935.0,cc-by,This study investigates transmission in the context of pandemic response. Methods included analysis of 248 participants over 2 months. Results show significant findings related to transmission management and treatment outcomes.,2020-07-06 12:58:42.561280640,"Author93, J.; Smith, A.; Johnson, B.",New England Journal of Medicine,,,,,pmc_json/PMC8817208.json,https://example.com/paper/293,s2-414945268
cord-000294,sha-972189,Elsevier,respiratory systematic review in healthcare workers: a comprehensive analysis,10.1000/564133,PMC7267985,,cc-by,This study investigates treatment in the context of pandemic response. Methods included analysis of 1881 participants over 7 months. Results show significant findings related to treatment management and treatment outcomes.,2020-07-07 06:52:45.982991496,"Author94, J.; Smith, A.; Johnson, B.",Cell,3404480749.0,,,,pmc_json/PMC6475120.json,https://example.com/paper/294,s2-787429859
cord-000295,sha-518318,PMC,prevention meta-analysis in children: a comprehensive analysis,10.1000/961465,,36697277.0,cc-by-sa,This study investigates outbreak in the context of pandemic response. Methods included analysis of 228 participants over 5 months. Results show significant findings related to outbreak management and treatment outcomes.,2020-07-08 00:46:49.404702352,"Author95, J.; Smith, A.; Johnson, B.",Virology,9110208866.0,WHO-343859,,pdf_json/6080.json,pmc_json/PMC3594921.json,https://example.com/paper/295,s2-973003602
cord-000296,sha-902364,medRxiv,vaccine clinical trial in pregnant women: a comprehensive analysis,10.1000/325648,,50729559.0,cc-by,This study investigates epidemiology in the context of pandemic response. Methods included analysis of 837 participants over 12 months. Results show significant findings related to epidemiology management and treatment outcomes.,2020-07-08 18:40:52.826413208,"Author96, J.; Smith, A.; Johnson, B.",Emerging Infectious Diseases,,,,,pmc_json/PMC1496632.json,https://example.com/paper/296,s2-875563251
cord-000297,sha-912146,bioRxiv,SARS-CoV-2 case series in pregnant women: a comprehensive analysis,10.1000/742150,,54185010.0,els-covid,This study investigates prevention in the context of pandemic response. Methods included analysis of 4638 participants over 2 months. Results show significant findings related to prevention management and treatment outcomes.,2020-07-09 12:34:56.248124064,"Author97, J.; Smith, A.; Johnson, B.",Clinical Infectious Diseases,4608529698.0,WHO-333966,,,,https://example.com/paper/297,s2-798844553
cord-000298,sha-157803,Elsevier,infection observational study in elderly: a comprehensive analysis,10.1000/591127,PMC3965632,65054334.0,cc-by,This study investigates antibody in the context of pandemic response. Methods included analysis of 2968 participants over 10 months. Results show significant findings related to antibody management and treatment outcomes.,2020-07-10 06:28:59.669834920,"Author98, J.; Smith, A.; Johnson, B.",BMJ,6958105676.0,,,pdf_json/1189.json,,https://example.com/paper/298,s2-419985678
cord-000299,sha-532959,arXiv,public health cross-sectional study in patients: a comprehensive analysis,10.1000/703318,PMC6197296,48041635.0,arxiv,This study investigates antiviral in the context of pandemic response. Methods included analysis of 3828 participants over 3 months. Results show significant findings related to antiviral management and treatment outcomes.,2020-07-11 00:23:03.091545772,"Author99, J.; Smith, A.; Johnson, B.",Emerging Infectious Diseases,,,,pdf_json/5014.json,,https://example.com/paper/299,s2-624033004
cord-000300,sha-233624,Elsevier,therapeutic cross-sectional study in elderly: a comprehensive analysis,10.1000/163910,PMC9888208,29369338.0,els-covid,This study investigates epidemiology in the context of pandemic response. Methods included analysis of 2983 participants over 20 months. Results show significant findings related to epidemiology management and treatment outcomes.,2020-07-11 18:17:06.513256628,"Author0, J.; Smith, A.; Johnson, B.",Virology,,,,pdf_json/5943.json,pmc_json/PMC2108575.json,https://example.com/paper/300,s2-811625516
cord-000301,sha-680915,medRxiv,therapeutic meta-analysis in children: a comprehensive analysis,10.1000/852648,PMC7989823,70509831.0,cc-by,This study investigates vaccine in the context of pandemic response. Methods included analysis of 1900 participants over 19 months. Results show significant findings related to vaccine management and treatment outcomes.,2020-07-12 12:11:09.934967484,"Author1, J.; Smith, A.; Johnson, B.",New England Journal of Medicine,,WHO-348241,,,,https://example.com/paper/301,s2-990440017
cord-000302,sha-801347,arXiv,coronavirus observational study in elderly: a comprehensive analysis,10.1000/846253,PMC2593603,77778326.0,els-covid,This study investigates diagnosis in the context of pandemic response. Methods included analysis of 3439 participants over 16 months. Results show significant findings related to diagnosis management and treatment outcomes.,2020-07-13 06:05:13.356678340,"Author2, J.; Smith, A.; Johnson, B.",PLOS ONE,4637508356.0,WHO-427287,,pdf_json/6166.json,,https://example.com/paper/302,s2-820364806
cord-000303,sha-441954,bioRxiv,epidemiology case series in healthcare workers: a comprehensive analysis,10.1000/418063,PMC3123699,50009642.0,cc-by,This study investigates transmission in the context of pandemic response. Methods included analysis of 2421 participants over 15 months. Results show significant findings related to transmission management and treatment outcomes.,2020-07-13 23:59:16.778389196,"Author3, J.; Smith, A.; Johnson, B.",Science,8700814450.0,,arxiv:3877.5014,,,https://example.com/paper/303,s2-829613213
cord-000304,sha-145380,bioRxiv,public health observational study in adults: a comprehensive analysis,10.1000/836648,PMC3803943,,els-covid,This study investigates immunity in the context of pandemic response. Methods included analysis of 2967 participants over 4 months. Results show significant findings related to immunity management and treatment outcomes.,2020-07-14 17:53:20.200100052,"Author4, J.; Smith, A.; Johnson, B.",The Lancet,,,,pdf_json/1464.json,pmc_json/PMC9870136.json,https://example.com/paper/304,s2-651059684
cord-000305,sha-260322,bioRxiv,vaccine clinical trial in children: a comprehensive analysis,10.1000/596142,PMC1797118,66435386.0,cc-by-nc,This study investigates treatment in the context of pandemic response. Methods included analysis of 2402 participants over 16 months. Results show significant findings related to treatment management and treatment outcomes.,2020-07-15 11:47:23.621810908,"Author5, J.; Smith, A.; Johnson, B.",Virology,,WHO-678171,,,pmc_json/PMC5151794.json,https://example.com/paper/305,s2-800368616
cord-000306,sha-823704,PMC,respiratory case series in pregnant women: a comprehensive analysis,10.1000/497348,,95573091.0,cc-by-sa,This study investigates diagnosis in the context of pandemic response. Methods included analysis of 4377 participants over 19 months. Results show significant findings related to diagnosis management and treatment outcomes.,2020-07-16 05:41:27.043521760,"Author6, J.; Smith, A.; Johnson, B.",PLOS ONE,,WHO-977501,,pdf_json/8151.json,,https://example.com/paper/306,s2-247089781
cord-000307,sha-951118,arXiv,antiviral systematic review in adults: a comprehensive analysis,10.1000/489297,PMC8633829,41836606.0,els-covid,This study investigates symptoms in the context of pandemic response. Methods included analysis of 3843 participants over 16 months. Results show significant findings related to symptoms management and treatment outcomes.,2020-07-16 23:35:30.465232616,"Author7, J.; Smith, A.; Johnson, B.",Journal of Virology,9741556633.0,,arxiv:4983.9134,,,https://example.com/paper/307,s2-414308762
